oidx;ORDEN;PARTNUMBER;CANTIDAD;N_OPERACIONES;FECHA_PROVEEDOR;deadline_work_min;work_min;slack_min;cr;n_alternativas;n_grupos_recurso;duracion_media_operacion_min;duracion_max_operacion_min;operacion_min;operacion_max;log_cantidad;log_work_min;log_deadline_work_min;slack_relativo;log_cr;ga_rank_target;nn_priority_score;escenario_objetivo_ga;modelo_prioridad
1905;ORDEN_12097;PARTNUMBER_2005;15.0;2;2026-05-30;12960.0;227.33169019029563;12732.668309809704;57.00920971093558;2;2;113.66584509514782;179.93333333333334;900020;900030;2.772588722239781;5.430799353321342;9.469700127423375;20.0;4.0606017860604995;0.10915341641598625;0.09932488;inicial;TorchGCN_prioridad_desde_GA
1906;ORDEN_12104;PARTNUMBER_3432;120.0;3;2026-06-07;20160.0;3116.538461538462;17043.46153846154;6.4687152906330985;3;1;1038.846153846154;2261.538461538462;1400020;1400040;4.795790545596741;8.04479901477992;9.911505324129712;5.4687152906330985;2.0107230018417352;0.7816931671680275;0.7151879;inicial;TorchGCN_prioridad_desde_GA
1907;ORDEN_12109;PARTNUMBER_5747;42.0;3;2026-08-17;92160.0;1969.3252197430697;90190.67478025693;46.797755432200155;3;3;656.4417399143566;910.344827586207;800020;800040;3.7612001156935624;7.585953894270808;11.431292326565295;20.0;3.866978680909521;0.6145251396648045;0.56859267;inicial;TorchGCN_prioridad_desde_GA
1908;ORDEN_12110;PARTNUMBER_1157;2.0;6;2026-06-30;43200.0;851.666388135646;42348.33361186436;50.72408703901965;6;3;141.94439802260766;242.00000000000003;800010;800060;1.0986122886681098;6.748368366811883;10.673618922112436;20.0;3.9459235731910565;0.30898152127202405;0.6907338;inicial;TorchGCN_prioridad_desde_GA
1909;ORDEN_12111;PARTNUMBER_5748;250.0;3;2026-06-30;43200.0;4491.9624536563315;38708.037546343665;9.617177446538186;3;3;1497.3208178854438;2943.8151844790846;1000020;1000040;5.5254529391317835;8.410267552404113;10.673618922112436;8.617177446538184;2.3624732033266542;0.8667812634293082;0.9034815;inicial;TorchGCN_prioridad_desde_GA
1910;ORDEN_12124;PARTNUMBER_3299;50.0;3;2026-08-01;77760.0;2195.3406548977755;75564.65934510222;35.42047099912193;3;1;731.7802182992583;785.0416515755162;900020;900040;3.9318256327243257;7.694547915779891;11.261395299133936;20.0;3.5951310066464246;0.6609368285345939;0.6498909;inicial;TorchGCN_prioridad_desde_GA
1911;ORDEN_12125;PARTNUMBER_4895;52.0;3;2026-06-20;34560.0;1093.7397765780697;33466.26022342193;31.598009636374556;3;2;364.57992552602326;727.9884993917948;900020;900040;3.970291913552122;6.998271967047421;10.450481157684562;20.0;3.4842512324098447;0.37688010313708636;0.34754506;inicial;TorchGCN_prioridad_desde_GA
1912;ORDEN_12137;PARTNUMBER_4555;52.0;4;2026-09-22;129600.0;690.3743315508021;128909.6256684492;187.72424477149497;4;4;172.59358288770053;432.72727272727275;900020;1300020;3.970291913552122;6.538681401474096;11.772215778919925;20.0;5.240286927277027;0.25655350236355823;0.132954;inicial;TorchGCN_prioridad_desde_GA
1913;ORDEN_12139;PARTNUMBER_2568;150.0;4;2026-06-06;20160.0;11349.395915999608;8810.604084000392;1.7763059945401851;4;1;2837.3489789999026;5007.7065351418005;1300020;1300050;5.017279836814924;9.337007904768095;9.911505324129712;0.7763059945401851;1.0211212651505928;0.9763644177051999;1.0114409;inicial;TorchGCN_prioridad_desde_GA
1914;ORDEN_12141;PARTNUMBER_482;12.0;4;2026-05-23;5760.0;691.8757164404224;5068.124283559578;8.325194631247035;4;4;172.9689291101056;241.06666666666666;950010;950040;2.5649493574615367;6.540850641750508;8.658866349732383;7.325194631247035;2.2327198372956585;0.25741297808336916;0.2765545;inicial;TorchGCN_prioridad_desde_GA
1915;ORDEN_12145;PARTNUMBER_5756;50.0;1;2026-08-08;84960.0;580.8080808080808;84379.19191919192;146.27895652173913;1;1;580.8080808080808;580.8080808080808;900020;900020;3.9318256327243257;6.366140635287576;11.349947606651318;20.0;4.992328451903385;0.21186076493339062;0.19701417;inicial;TorchGCN_prioridad_desde_GA
1916;ORDEN_12164;PARTNUMBER_2492;30.0;8;2026-07-19;63360.0;4111.6132463304275;59248.386753669576;15.410009697908272;11;8;513.9516557913034;1594.1176470588236;1000020;1400030;3.4339872044851463;8.321813931796113;11.056603809192042;14.410009697908272;2.7978914960773444;0.8461538461538461;0.7804216;inicial;TorchGCN_prioridad_desde_GA
1917;ORDEN_12175;PARTNUMBER_4877;15.0;7;2026-06-30;43200.0;492.82684517065854;42707.17315482934;87.65756253606779;7;6;70.40383502437979;238.85350318471336;1000020;1400020;2.772588722239781;6.202184939894014;10.673618922112436;20.0;4.484781336677177;0.17920068758057586;0.17579451;inicial;TorchGCN_prioridad_desde_GA
1918;ORDEN_12204;PARTNUMBER_1651;30.0;3;2026-06-24;37440.0;1025.3596397154877;36414.64036028451;36.514017667390036;3;3;341.7865465718292;566.6666666666667;1000020;1000040;3.4339872044851463;6.933773490349302;10.530521639636548;20.0;3.6247146675926167;0.3562526858616244;0.39742285;inicial;TorchGCN_prioridad_desde_GA
1919;ORDEN_12205;PARTNUMBER_392;30.0;3;2026-06-24;37440.0;1888.004301865572;35551.99569813443;19.830463290260962;3;2;629.334767288524;1280.2275960170696;1000020;1000040;3.4339872044851463;7.5438051448232;10.530521639636548;18.830463290260962;3.036416496516707;0.5951869359690589;0.57384324;inicial;TorchGCN_prioridad_desde_GA
1920;ORDEN_12214;PARTNUMBER_2408;30.0;2;2026-08-17;92160.0;2131.039215686275;90028.96078431372;43.24650589328597;2;2;1065.5196078431375;1872.3333333333337;1000020;1000030;3.4339872044851463;7.664834178965667;11.431292326565295;20.0;3.7897764054726135;0.6446067898581865;0.6429639;inicial;TorchGCN_prioridad_desde_GA
1921;ORDEN_12238;PARTNUMBER_919;60.0;4;2026-08-01;77760.0;1803.2326230597805;75956.76737694022;43.12255612814638;4;4;450.8081557649451;1169.6701802108125;900020;900050;4.110873864173311;7.49789064079046;11.261395299133936;20.0;3.786971128521828;0.579286635152557;0.65492994;inicial;TorchGCN_prioridad_desde_GA
1922;ORDEN_12242;PARTNUMBER_1615;30.0;6;2026-05-23;5760.0;2788.4313725490197;2971.5686274509803;2.065677519161803;9;5;464.73856209150335;1166.6666666666667;1000020;1400020;3.4339872044851463;7.933593044921294;8.658866349732383;1.0656775191618029;1.1202685952576463;0.740868070477009;0.76858795;inicial;TorchGCN_prioridad_desde_GA
1923;ORDEN_12243;PARTNUMBER_63;15.0;6;2026-07-23;67680.0;4815.34254379718;62864.65745620282;14.055074874617404;6;6;802.5570906328634;1972.6534681669277;1000020;1400020;2.772588722239781;8.479770110663042;11.122560769584661;13.055074874617404;2.7117151353266706;0.8852599914052428;0.85817146;inicial;TorchGCN_prioridad_desde_GA
1924;ORDEN_12244;PARTNUMBER_2526;16.0;3;2026-08-01;77760.0;525.002617307597;77234.9973826924;148.11354731673788;3;2;175.00087243586566;383.15498791853645;900020;900040;2.833213344056216;6.265306188595287;11.261395299133936;20.0;5.004708078251689;0.19252256123764502;0.23440602;inicial;TorchGCN_prioridad_desde_GA
1925;ORDEN_12246;PARTNUMBER_3344;480.0;2;2026-06-20;34560.0;1935.1459235336426;32624.854076466356;17.85911831232461;2;2;967.5729617668213;1726.2047470630544;900020;900030;6.175867270105761;7.5684546387221205;10.450481157684562;16.85911831232461;2.936996527031129;0.6067898581865062;0.62194467;inicial;TorchGCN_prioridad_desde_GA
1926;ORDEN_12248;PARTNUMBER_1112;20.0;3;2026-07-31;76320.0;993.5064085885911;75326.4935914114;76.8188300953416;3;3;331.16880286286374;495.06128763536833;900020;900040;3.044522437723423;6.902246542304025;11.242703408761695;20.0;4.3543834339731085;0.3480876665234207;0.31352448;inicial;TorchGCN_prioridad_desde_GA
1927;ORDEN_12260;PARTNUMBER_409;109.0;2;2026-08-02;77760.0;604.3285714285714;77155.67142857143;128.67172540954542;2;2;302.1642857142857;413.52857142857147;1700020;1700030;4.700480365792417;6.405771403879431;11.261395299133936;20.0;4.865006067630556;0.22647185217017618;0.1925663;inicial;TorchGCN_prioridad_desde_GA
1928;ORDEN_12264;PARTNUMBER_407;16.0;5;2026-05-31;12960.0;937.0368445861515;12022.963155413849;13.830832880134901;5;4;187.4073689172303;293.7864077669903;650010;650050;2.833213344056216;6.84378922817738;9.469700127423375;12.830832880134901;2.69670831641604;0.3339063171465406;0.39517194;inicial;TorchGCN_prioridad_desde_GA
1929;ORDEN_12269;PARTNUMBER_143;67.0;3;2026-08-11;86400.0;2420.0845209687895;83979.91547903122;35.70123243687911;3;3;806.6948403229298;1172.5;1000020;1000040;4.219507705176107;7.7919708679225455;11.366754528799243;20.0;3.602810335883034;0.7000429737859906;0.68136823;inicial;TorchGCN_prioridad_desde_GA
1930;ORDEN_12271;PARTNUMBER_1540;38.0;6;2026-08-11;86400.0;3511.4000074026667;82888.59999259733;24.60557037587662;6;3;585.2333345671111;1027.2666666666667;1000020;1000070;3.6635616461296463;8.164054845593421;11.366754528799243;20.0;3.2428099206233156;0.8190803609798023;0.7699201;inicial;TorchGCN_prioridad_desde_GA
1931;ORDEN_12289;PARTNUMBER_3978;20.0;6;2026-06-16;28800.0;3850.939229499795;24949.060770500204;7.4786950101367555;6;5;641.8232049166324;2621.11801242236;1000020;1400020;3.044522437723423;8.256331996443567;10.268165387743457;6.4786950101367555;2.1375565476474203;0.8336914482165879;0.84284496;inicial;TorchGCN_prioridad_desde_GA
1932;ORDEN_12298;PARTNUMBER_471;30.0;3;2026-08-01;77760.0;351.8211105134482;77408.17888948655;221.02141593071818;3;2;117.27370350448274;221.47226323560432;900020;900040;3.4339872044851463;5.86596115939873;11.261395299133936;20.0;5.402773845375914;0.07391491190373872;0.19576252;inicial;TorchGCN_prioridad_desde_GA
1933;ORDEN_12301;PARTNUMBER_3996;24.0;3;2026-06-02;14400.0;187.6588235294118;14212.341176470589;76.7350009403799;3;2;62.5529411764706;112.65882352941178;800020;800040;3.2188758248682006;5.239940217272081;9.575052927597383;20.0;4.353305618498957;0.04039535883111302;0.10996322;inicial;TorchGCN_prioridad_desde_GA
1934;ORDEN_12311;PARTNUMBER_1622;18.0;6;2026-05-30;12960.0;848.4267782426779;12111.573221757322;15.275331156854428;9;6;141.40446304044633;532.4267782426779;800020;1200020;2.9444389791664403;6.744561743450846;9.469700127423375;14.275331156854428;2.789650535467005;0.3081220455522132;0.41486004;inicial;TorchGCN_prioridad_desde_GA
1935;ORDEN_12316;PARTNUMBER_4178;20.0;4;2026-08-11;86400.0;1116.7241735381258;85283.27582646188;77.36914991842454;4;4;279.18104338453145;431.0;950010;950040;3.044522437723423;7.01904990908837;11.366754528799243;20.0;4.361430353978057;0.38805328749462825;0.34276092;inicial;TorchGCN_prioridad_desde_GA
1936;ORDEN_12317;PARTNUMBER_5791;12.0;5;2026-07-07;50400.0;570.0094117647059;49829.99058823529;88.41959265894475;5;2;114.0018823529412;177.12;900020;900060;2.5649493574615367;6.347405692470616;10.827766295132466;20.0;4.493339815426914;0.2071336484744306;0.2307922;inicial;TorchGCN_prioridad_desde_GA
1937;ORDEN_12326;PARTNUMBER_254;15.0;6;2026-05-19;0.0;4638.799737031588;-4638.799737031588;0.0;6;6;773.1332895052645;1849.3879723257053;1000020;1400020;2.772588722239781;8.442426484166374;0.0;-1.0;0.0;0.8758057584873228;0.8122376;inicial;TorchGCN_prioridad_desde_GA
1938;ORDEN_12340;PARTNUMBER_684;26.0;3;2026-07-07;50400.0;2912.508184832718;47487.49181516728;17.304672399708554;3;2;970.8360616109061;1537.0174595547012;1200020;1200040;3.295836866004329;7.977113195857617;10.827766295132466;16.304672399708554;2.907156349646607;0.7541899441340782;0.74655616;inicial;TorchGCN_prioridad_desde_GA
1939;ORDEN_12341;PARTNUMBER_2429;30.0;6;2026-06-20;34560.0;1839.4957983193278;32720.504201680673;18.78775696665144;8;5;306.5826330532213;1457.142857142857;1000020;1400020;3.4339872044851463;7.51779026991472;10.450481157684562;17.78775696665144;2.9850634114349477;0.587881392350666;0.6411319;inicial;TorchGCN_prioridad_desde_GA
1940;ORDEN_12346;PARTNUMBER_144;35.0;6;2026-10-31;171360.0;3168.7050482935297;168191.29495170648;54.0788736686881;6;5;528.1175080489215;2652.2344600582355;1400020;1800020;3.58351893845611;8.061393817840043;12.051527721332148;20.0;4.008766224644255;0.7920068758057585;0.7944182;inicial;TorchGCN_prioridad_desde_GA
1941;ORDEN_12364;PARTNUMBER_2775;24.0;6;2026-07-25;70560.0;8512.392287229073;62047.60771277093;8.289091670018472;6;3;1418.732047871512;2474.3253024506257;800010;800060;3.2188758248682006;9.049395765784311;11.164232862915847;7.289091670018473;2.2288407730205355;0.9514396218306833;0.93250227;inicial;TorchGCN_prioridad_desde_GA
1942;ORDEN_12383;PARTNUMBER_606;35.0;6;2026-10-01;139680.0;3186.5004371008013;136493.4995628992;43.83492259209798;6;5;531.0834061834668;2711.2063194537423;1400020;1800020;3.58351893845611;8.066992326596335;11.84711653026888;20.0;3.8029873578963977;0.7967339922647185;0.7751025;inicial;TorchGCN_prioridad_desde_GA
1943;ORDEN_12391;PARTNUMBER_4514;40.0;6;2026-06-06;20160.0;3849.6371621203693;16310.362837879631;5.236857176663353;6;5;641.6061936867283;1738.8888888888891;800020;1200020;3.713572066704308;8.255993910243411;9.911505324129712;4.236857176663353;1.8304763979172494;0.832831972496777;0.7408589;inicial;TorchGCN_prioridad_desde_GA
1944;ORDEN_12392;PARTNUMBER_5808;16.0;7;2026-08-30;106560.0;3085.546218487395;103474.45378151261;34.535214336292825;7;5;440.79231692677075;2140.0;1000020;1500020;2.833213344056216;8.034808016122417;11.576472870114568;20.0;3.5705241579559774;0.7761065749892565;0.71517885;inicial;TorchGCN_prioridad_desde_GA
1945;ORDEN_12394;PARTNUMBER_960;16.0;7;2026-06-16;28800.0;1353.030303030303;27446.969696969696;21.28555431131019;7;6;193.2900432900433;716.6666666666666;1400020;1800020;2.833213344056216;7.210840833598669;10.268165387743457;20.0;3.103938679829814;0.45595186935969056;0.5007379;inicial;TorchGCN_prioridad_desde_GA
1946;ORDEN_12397;PARTNUMBER_1540;54.0;6;2026-07-13;56160.0;4989.884221045895;51170.1157789541;11.254770153410231;6;3;831.6473701743158;1459.8;1000020;1000070;4.007333185232471;8.515368371654137;10.935977844808969;10.254770153410231;2.5059152614725098;0.8874086807047701;0.80277455;inicial;TorchGCN_prioridad_desde_GA
1947;ORDEN_12399;PARTNUMBER_76;15.0;3;2026-08-01;77760.0;487.56618390480816;77272.43381609519;159.48604018686777;3;2;162.52206130160272;321.9415552253591;900020;900040;2.772588722239781;6.191474946245959;11.261395299133936;20.0;5.078206961758489;0.17490330898152126;0.14147466;inicial;TorchGCN_prioridad_desde_GA
1948;ORDEN_12408;PARTNUMBER_294;8.0;8;2026-07-03;47520.0;2813.2436974789916;44706.75630252101;16.891533443257583;8;5;351.65546218487395;882.3529411764706;1000020;1400030;2.1972245773362196;7.9424488357295155;10.768926997586153;15.891533443257583;2.8843276089539263;0.7421572840567254;0.6942628;inicial;TorchGCN_prioridad_desde_GA
1949;ORDEN_12418;PARTNUMBER_2780;30.0;1;2026-08-01;77760.0;116.66666666666667;77643.33333333333;666.5142857142857;1;1;116.66666666666667;116.66666666666667;1000020;1000020;3.4339872044851463;4.767855768265187;11.261395299133936;20.0;6.503560791864544;0.019767941555651054;0.018048406;inicial;TorchGCN_prioridad_desde_GA
1950;ORDEN_12419;PARTNUMBER_660;30.0;5;2026-05-30;12960.0;410.7587837267365;12549.241216273263;31.551364239655154;5;5;82.15175674534731;246.05290137379535;800020;1200020;3.4339872044851463;6.0204377014998816;9.469700127423375;20.0;3.482819279900872;0.09583154275891706;0.16417322;inicial;TorchGCN_prioridad_desde_GA
1951;ORDEN_12428;PARTNUMBER_4017;300.0;2;2026-08-02;77760.0;1104.7680274295512;76655.23197257044;70.38581681343832;2;2;552.3840137147756;681.2386156648453;800020;800030;5.707110264748875;7.008295419965799;11.261395299133936;20.0;4.2680992055437015;0.38160721959604643;0.3929348;inicial;TorchGCN_prioridad_desde_GA
1952;ORDEN_12433;PARTNUMBER_3467;60.0;3;2026-05-23;5760.0;1837.066872935584;3922.933127064416;3.1354329474112577;3;3;612.3556243118613;1263.5888105526496;1000020;1000040;4.110873864173311;7.5164696857878175;8.658866349732383;2.1354329474112577;1.4195920261170976;0.5853029651912334;0.60143554;inicial;TorchGCN_prioridad_desde_GA
1953;ORDEN_12436;PARTNUMBER_409;49.0;2;2026-08-02;77760.0;375.4714285714286;77384.52857142857;207.09964615911426;2;2;187.7357142857143;256.6714285714286;1700020;1700030;3.912023005428146;5.930842157431913;11.261395299133936;20.0;5.33801703305751;0.08207993124194242;0.16162859;inicial;TorchGCN_prioridad_desde_GA
1954;ORDEN_12439;PARTNUMBER_2662;20.0;2;2026-08-02;77760.0;397.8823529411766;77362.11764705883;195.43465405085743;2;2;198.9411764705883;304.00000000000006;900020;900030;3.044522437723423;5.9886665186276264;11.261395299133936;20.0;5.280329826643012;0.08981521272024065;0.119246826;inicial;TorchGCN_prioridad_desde_GA
1955;ORDEN_12441;PARTNUMBER_3541;10.0;6;2026-07-02;46080.0;1372.640913476152;44707.35908652385;33.57032385353023;6;5;228.77348557935872;1100.876207593799;900020;1300020;2.3978952727983707;7.225220094722206;10.73815599652319;20.0;3.5429956219408605;0.46239793725827244;0.5169739;inicial;TorchGCN_prioridad_desde_GA
1956;ORDEN_12464;PARTNUMBER_2378;41.0;3;2026-08-01;77760.0;1173.081041379937;76586.91895862007;66.28698040207703;3;2;391.02701379331234;840.1738290680831;900020;900040;3.7376696182833684;7.068241028141804;11.261395299133936;20.0;4.208966761800074;0.40782122905027934;0.4147498;inicial;TorchGCN_prioridad_desde_GA
1957;ORDEN_12467;PARTNUMBER_4016;75.0;2;2026-07-02;46080.0;478.9709738790621;45601.02902612094;96.20624737822835;2;2;239.48548693953106;352.05882352941177;900020;900030;4.330733340286331;6.1737256309882;10.73815599652319;20.0;4.576834982839507;0.17232488182208852;0.23422705;inicial;TorchGCN_prioridad_desde_GA
1958;ORDEN_12475;PARTNUMBER_5537;30.0;7;2026-08-30;106560.0;1029.697696608924;105530.30230339107;103.48668385967184;7;6;147.09967094413196;338.8888888888889;900020;1300020;3.4339872044851463;6.937991227257019;11.576472870114568;20.0;4.649059636105159;0.35883111302105714;0.29069903;inicial;TorchGCN_prioridad_desde_GA
1959;ORDEN_12480;PARTNUMBER_4070;137.0;3;2026-05-29;11520.0;3398.762224365908;8121.237775634092;3.389469236009658;3;3;1132.9207414553027;2594.640883977901;900020;900040;4.927253685157205;8.131460774148728;9.351926736038054;2.389469236009658;1.4792083168186525;0.8109153416415986;0.8454882;inicial;TorchGCN_prioridad_desde_GA
1960;ORDEN_12481;PARTNUMBER_5830;75.0;4;2026-05-21;2880.0;3792.5714285714294;-912.5714285714294;0.7593792376073526;4;2;948.1428571428573;1242.8571428571431;1400020;1400050;4.330733340286331;8.241063183801186;7.9658927350845286;-0.24062076239264743;0.5649610409297898;0.8302535453373442;0.7760657;inicial;TorchGCN_prioridad_desde_GA
1961;ORDEN_12483;PARTNUMBER_5832;4.0;4;2026-09-26;135360.0;1095.434219082506;134264.5657809175;123.56743804604935;4;2;273.8585547706265;678.3951398557144;900010;900040;1.6094379124341003;6.999818574341547;11.815700562519616;20.0;4.824847240306558;0.3777395788568973;0.31670532;inicial;TorchGCN_prioridad_desde_GA
1962;ORDEN_12484;PARTNUMBER_596;40.0;2;2026-07-07;50400.0;175.4385256248422;50224.56147437516;287.28011604347023;2;2;87.7192628124211;171.6738197424893;1000020;1000030;3.713572066704308;5.172972518960849;10.827766295132466;20.0;5.66393263259352;0.034808766652342074;0.0889086;inicial;TorchGCN_prioridad_desde_GA
1963;ORDEN_12495;PARTNUMBER_5836;12.0;6;2026-06-06;20160.0;179.2941176470588;19980.70588235294;112.44094488188978;6;5;29.882352941176475;84.0;900020;1300020;2.5649493574615367;5.194589504314096;9.911505324129712;20.0;4.731282392102882;0.0365277180919639;0.119991004;inicial;TorchGCN_prioridad_desde_GA
1964;ORDEN_12499;PARTNUMBER_1431;120.0;3;2026-06-23;36000.0;2325.5566466439686;33674.44335335603;15.480164739032231;3;3;775.1855488813229;1662.786830728301;900020;900040;4.795790545596741;7.752144619427558;10.491301994830229;14.48016473903223;2.8021575207318623;0.6828534593897723;0.7420715;inicial;TorchGCN_prioridad_desde_GA
1965;ORDEN_12502;PARTNUMBER_173;10.0;6;2026-06-06;20160.0;944.1689498293415;19215.83105017066;21.352110767510325;6;5;157.3614916382236;383.3333333333333;800020;1200020;2.3978952727983707;6.8513636944021785;9.911505324129712;20.0;3.1069207580996037;0.3369144821658788;0.54696596;inicial;TorchGCN_prioridad_desde_GA
1966;ORDEN_12507;PARTNUMBER_536;3.0;9;2026-08-01;77760.0;1079.88029477677;76680.11970522323;72.00798123284058;9;7;119.9866994196411;455.55555555555554;900020;1300030;1.3862943611198906;6.985531075870904;11.261395299133936;20.0;4.290568767128809;0.3712935109583154;0.7680131;inicial;TorchGCN_prioridad_desde_GA
1967;ORDEN_12510;PARTNUMBER_270;150.0;3;2026-08-01;77760.0;4482.296004969508;73277.70399503049;17.3482518588214;3;3;1494.0986683231695;2190.956408588159;1400020;1400040;5.017279836814924;8.408113770298108;11.261395299133936;16.348251858821396;2.909534303413191;0.8646325741297808;0.882777;inicial;TorchGCN_prioridad_desde_GA
1968;ORDEN_12520;PARTNUMBER_5841;33.0;2;2026-06-16;28800.0;1412.5294117647059;27387.470588235294;20.38895598217632;2;2;706.2647058823529;1232.0;900020;900030;3.5263605246161616;7.2538449846742985;10.268165387743457;19.38895598217632;3.0628747132157224;0.47271164589600345;0.49059227;inicial;TorchGCN_prioridad_desde_GA
1969;ORDEN_12522;PARTNUMBER_125;24.0;3;2026-06-05;18720.0;872.60631644251;17847.39368355749;21.45297329077188;3;3;290.8687721475033;638.8975884747886;900020;900040;3.2188758248682006;6.772629835324517;9.837401167408268;20.0;3.1114230459876886;0.31929522990975506;0.37438208;inicial;TorchGCN_prioridad_desde_GA
1970;ORDEN_12529;PARTNUMBER_779;60.0;3;2026-08-01;77760.0;1349.0099163984808;76410.99008360151;57.64227457096814;3;3;449.6699721328269;608.7229369312834;900020;900040;4.110873864173311;7.2078672168858535;11.261395299133936;20.0;4.07145584555342;0.451654490760636;0.38652498;inicial;TorchGCN_prioridad_desde_GA
1971;ORDEN_12552;PARTNUMBER_211;32.0;3;2026-05-23;5760.0;1687.2620598977355;4072.7379401022645;3.41381468646851;3;3;562.4206866325785;784.2220598977356;1000010;1000030;3.4965075614664802;7.431454911860644;8.658866349732383;2.41381468646851;1.4847393238242095;0.5436183927804039;0.52550966;inicial;TorchGCN_prioridad_desde_GA
1972;ORDEN_12554;PARTNUMBER_1253;8.0;6;2026-05-30;12960.0;3038.8069416946146;9921.193058305385;4.26483164237237;6;3;506.4678236157691;898.0000000000001;800010;800060;2.1972245773362196;8.019549286362166;9.469700127423375;3.2648316423723696;1.6610491683172868;0.770949720670391;0.8478757;inicial;TorchGCN_prioridad_desde_GA
1973;ORDEN_12561;PARTNUMBER_1893;30.0;3;2026-08-01;77760.0;1193.2012040229351;76566.79879597707;65.16922689805241;3;3;397.73373467431173;954.8058561425845;900020;900040;3.4339872044851463;7.08523279233792;11.261395299133936;20.0;4.192215504383891;0.4121186076493339;0.44751328;inicial;TorchGCN_prioridad_desde_GA
1974;ORDEN_12565;PARTNUMBER_211;32.0;3;2026-07-23;67680.0;1687.2620598977355;65992.73794010226;40.11232256600499;3;3;562.4206866325785;784.2220598977356;1000010;1000030;3.4965075614664802;7.431454911860644;11.122560769584661;20.0;3.716307895689626;0.5440481306403094;0.48275074;inicial;TorchGCN_prioridad_desde_GA
1975;ORDEN_12566;PARTNUMBER_1606;160.0;4;2026-08-25;100800.0;4294.666666666667;96505.33333333333;23.470971747904375;4;3;1073.6666666666665;1706.0;800020;800050;5.081404364984463;8.365362041620282;11.520903555205116;20.0;3.1974875884725598;0.8543188654920498;0.8351495;inicial;TorchGCN_prioridad_desde_GA
1976;ORDEN_12569;PARTNUMBER_1883;16.0;8;2026-05-30;12960.0;1934.5252994814946;11025.474700518505;6.699317917151888;8;6;241.81566243518682;807.1428571428571;900020;1290020;2.833213344056216;7.568134041222119;9.469700127423375;5.699317917151888;2.041131742747938;0.6063601203266008;0.4420752;inicial;TorchGCN_prioridad_desde_GA
1977;ORDEN_12570;PARTNUMBER_1701;58.0;6;2026-08-30;106560.0;2075.285276927359;104484.71472307264;51.34715751357875;6;5;345.8808794878931;1575.2852769273588;800020;1200020;4.07753744390572;7.6383356514766545;11.576472870114568;20.0;3.957897638107485;0.6355822948001719;0.5548997;inicial;TorchGCN_prioridad_desde_GA
1978;ORDEN_12571;PARTNUMBER_4578;140.0;2;2026-07-05;48960.0;1687.7921392772355;47272.20786072277;29.008311426883512;2;2;843.8960696386177;1185.439198100765;1400020;1400030;4.948759890378168;7.431768841902977;10.798779341814225;20.0;3.40147439085435;0.5449076063601204;0.5619079;inicial;TorchGCN_prioridad_desde_GA
1979;ORDEN_12580;PARTNUMBER_5852;469.0;2;2026-05-27;8640.0;2194.5858920491273;6445.414107950873;3.9369614246142195;2;2;1097.2929460245637;1432.6373626373627;800020;800030;6.152732694704104;7.694204211099036;9.0642735958414;2.9369614246142195;1.5967500457185961;0.660077352814783;0.6480844;inicial;TorchGCN_prioridad_desde_GA
1980;ORDEN_12597;PARTNUMBER_398;36.0;3;2026-05-19;0.0;2856.729411764706;-2856.729411764706;0.0;3;3;952.2431372549021;2400.8;1000010;1000030;3.6109179126442243;7.957782676528508;0.0;-1.0;0.0;0.7477438762354963;0.7064798;inicial;TorchGCN_prioridad_desde_GA
1981;ORDEN_12601;PARTNUMBER_2434;20.0;4;2026-05-30;12960.0;1018.9266052896667;11941.073394710333;12.719267445485588;4;3;254.73165132241667;557.5467941059339;1000020;1400020;3.044522437723423;6.9274859480910225;9.469700127423375;11.719267445485587;2.618801227686091;0.3523850451224753;0.39218277;inicial;TorchGCN_prioridad_desde_GA
1982;ORDEN_12606;PARTNUMBER_5392;16.0;1;2026-07-06;48960.0;54.94949494949495;48905.0505050505;891.0;1;1;54.94949494949495;54.94949494949495;800020;800020;2.833213344056216;4.024449407898514;10.798779341814225;20.0;6.79346613258001;0.00730554361839278;0.024068758;inicial;TorchGCN_prioridad_desde_GA
1983;ORDEN_12619;PARTNUMBER_4382;20.0;2;2026-07-01;44640.0;397.8823529411766;44242.117647058825;112.19396806623297;2;2;198.9411764705883;304.00000000000006;900020;900030;3.044522437723423;5.9886665186276264;10.706407998237976;20.0;4.729102878715368;0.15040825096691018;0.112883165;inicial;TorchGCN_prioridad_desde_GA
1984;ORDEN_12629;PARTNUMBER_2775;24.0;6;2026-06-20;34560.0;8512.392287229073;26047.60771277093;4.059963266947823;6;3;1418.732047871512;2474.3253024506257;800010;800060;3.2188758248682006;9.049395765784311;10.450481157684562;3.059963266947823;1.6213592237765462;0.9518693596905887;0.93464994;inicial;TorchGCN_prioridad_desde_GA
1985;ORDEN_12636;PARTNUMBER_5868;4.0;7;2026-06-25;38880.0;428.57623049219694;38451.423769507805;90.71898354080065;7;5;61.22517578459956;264.1056422569028;800020;2000020;1.6094379124341003;6.0627992122696;10.568260978408226;20.0;4.518729375730309;0.10227761065749892;0.18658076;inicial;TorchGCN_prioridad_desde_GA
1986;ORDEN_12640;PARTNUMBER_532;60.0;3;2026-08-01;77760.0;3130.3476695710133;74629.65233042899;24.840691261190273;3;2;1043.4492231903378;1734.6770196596729;800020;800040;4.110873864173311;8.049218756225685;11.261395299133936;20.0;3.2519504301506346;0.7821229050279329;0.78451955;inicial;TorchGCN_prioridad_desde_GA
